environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,epsilon,q_learning_loss,mean_q_value
25000,54.25737929344177,460.7668178061274,-21.0,0.0,1.0,,
50000,108.17846822738647,462.199186389291,-21.0,0.0,1.0,,
75000,246.5932261943817,304.144607526955,-21.0,0.0,0.9775,0.015195841901004314,0.0036789989098906517
100000,385.5549032688141,259.3664330343616,-21.0,0.0,0.955,0.00013410381507128477,-0.007080238312482834
125000,525.8714530467987,237.70067623092334,-21.0,0.0,0.9325,0.030066516250371933,-0.010468535125255585
150000,669.0713160037994,224.19134763643643,-21.0,0.0,0.91,0.0010624915594235063,-0.032746054232120514
175000,811.9712860584259,215.52486276859824,-21.0,0.0,0.8875,0.0032935531344264746,-0.07446067035198212
200000,958.0165100097656,208.76466914843215,-21.0,0.0,0.865,0.0013777597341686487,-0.03967033326625824
225000,1105.4153861999512,203.54339446393206,-21.0,0.0,0.8425,0.002357041696086526,-0.07342948764562607
250000,1253.7954111099243,199.39457249926264,-21.0,0.0,0.82,5.867275103810243e-05,-0.16842155158519745
275000,1403.548974275589,195.93188769329498,-21.0,0.0,0.7975,0.0005617830320261419,-0.03293081372976303
300000,1554.2774212360382,193.01573573733842,-21.0,0.0,0.775,6.621680222451687e-05,-0.03147422894835472
325000,1706.8537390232086,190.40881627373608,-21.0,0.0,0.7525,6.753427442163229e-05,-0.03669871389865875
350000,1861.9102551937103,187.97898503620334,-20.833333333333332,0.372677996249965,0.73,0.0023144485894590616,-0.1441052407026291
375000,2018.6452791690826,185.7681504866334,-20.866666666666667,0.339934634239519,0.7075,0.00014115576050244272,-0.175230473279953
400000,2179.812867164612,183.5019904002653,-20.6,0.8000000000000003,0.685,0.00016795808915048838,-0.21289168298244476
425000,2340.4791021347046,181.58675266060257,-20.6,0.4898979485566357,0.6625,0.0003358605899848044,-0.1253776103258133
450000,2514.928171157837,178.9315516683912,-18.5,1.4776106839534333,0.6399999999999999,0.0018928602803498507,-0.2376466989517212
475000,2678.2829072475433,177.3524367849465,-20.233333333333334,0.42295258468165065,0.6174999999999999,0.0006518035661429167,-0.13793307542800903
500000,2844.4752740859985,175.77934480744847,-21.0,0.0,0.595,0.0008651525713503361,-0.3123982548713684
525000,3006.177575111389,174.6403819742326,-21.0,0.0,0.5725,0.00041649959166534245,-0.2554411292076111
550000,3167.8108241558075,173.62147884774538,-21.0,0.0,0.55,0.0006664604879915714,-0.3589634299278259
575000,3340.966250181198,172.10589894600392,-20.733333333333334,0.679869268479038,0.5275,0.005878449883311987,-0.18008312582969666
600000,3508.909644126892,170.99328875683392,-20.4,0.8406346808612329,0.5049999999999999,0.0026313262060284615,-0.32238131761550903
625000,3706.4483573436737,168.6250393214043,-19.9,1.1357816691600546,0.48250000000000004,0.0011336632305756211,-0.2796522378921509
650000,3924.5821142196655,165.62272901482544,-19.3,1.1590225767142477,0.45999999999999996,0.00038223236333578825,-0.23085278272628784
675000,4149.928828954697,162.65339185825493,-18.966666666666665,1.1967548714010827,0.4375,0.003694564802572131,-0.20030653476715088
700000,4369.578449249268,160.19851986410862,-19.933333333333334,0.9285592184789413,0.4149999999999999,0.009326349012553692,-0.30468225479125977
725000,4584.5118663311005,158.141154639446,-18.566666666666666,1.5423647068345696,0.39249999999999996,0.0007634862558916211,-0.1464836448431015
750000,4813.054524183273,155.82620064482057,-18.366666666666667,1.2512216252748976,0.37,0.0014829138526692986,-0.31766360998153687
775000,5040.045835018158,153.76844286120544,-18.2,1.7009801096230766,0.34750000000000003,0.0011593729723244905,-0.2263277769088745
800000,5263.365963220596,151.99399121970546,-17.6,1.836663641860788,0.32499999999999996,0.014530165120959282,-0.3467608392238617
825000,5487.807242155075,150.33326857083088,-18.733333333333334,1.4590712418826193,0.3025,0.0009029072243720293,-0.2437593638896942
850000,5739.107679128647,148.10664784893964,-15.8,2.08806130178211,0.2799999999999999,0.001637875335291028,-0.28834107518196106
875000,5992.995370149612,146.00378374362234,-16.6,1.8547236990991407,0.25750000000000006,0.0009218855993822217,-0.1828879565000534
900000,6242.080056190491,144.18270700802543,-15.2,1.8147543451754935,0.235,0.0030980505980551243,-0.28314638137817383
925000,6517.797175168991,141.91911392832355,-17.1,1.8502252115170559,0.21250000000000002,0.0008748184773139656,-0.2378920018672943
950000,6799.86917424202,139.70857021756694,-14.933333333333334,1.8785337071473829,0.18999999999999995,0.0060914261266589165,-0.3007049560546875
975000,7078.288907051086,137.7451546043005,-17.033333333333335,2.2874051285730346,0.16749999999999998,0.0006104628555476665,-0.2928709089756012
1000000,7374.187310218811,135.60816371101805,-14.466666666666667,2.8015868519267593,0.14500000000000002,0.0010795516427606344,-0.34484875202178955
1025000,7660.093745946884,133.81037282242337,-17.0,2.1291625896895083,0.12250000000000005,0.004612370394170284,-0.2828626334667206
1050000,7958.783258199692,131.9297141203192,-16.633333333333333,2.2580719405919933,0.09999999999999998,0.0008372905431315303,-0.27437764406204224
1075000,8273.827889919281,129.92776912301372,-13.3,2.3259406699226015,0.09999999999999998,0.0016733425436541438,-0.2698379158973694
1100000,8569.990121126175,128.35487374579628,-16.133333333333333,2.276449477195183,0.09999999999999998,0.0019625595305114985,-0.28643500804901123
1125000,8884.64114522934,126.62300948462602,-15.6,2.33238075793812,0.09999999999999998,0.0007173491176217794,-0.2070588767528534
1150000,9216.789575099945,124.77229632178131,-15.633333333333333,1.9058389811897072,0.09999999999999998,0.0036402090918272734,-0.19578580558300018
1175000,9603.422752141953,122.35221028229805,-11.566666666666666,3.480261803689806,0.09999999999999998,0.0018367781303822994,-0.26097744703292847
1200000,9975.350467205048,120.29652531457401,-12.2,3.6733272837215765,0.09999999999999998,0.006229342892765999,-0.2949495315551758
1225000,10330.028745174408,118.58631085213948,-13.9,2.6627053911388696,0.09999999999999998,0.002613541204482317,-0.26381611824035645
1250000,10670.665444135666,117.14358456877737,-15.3,2.9228981051917176,0.09999999999999998,0.007719806395471096,-0.1627495288848877
1275000,11001.297090053558,115.89542482353949,-13.766666666666667,2.512413624828169,0.09999999999999998,0.0012812534114345908,-0.27961426973342896
1300000,11333.317926168442,114.70603829071158,-10.466666666666667,3.1169785940162553,0.09999999999999998,0.0023430422879755497,-0.2576049566268921
1325000,11724.664223194122,113.00963292225697,-11.166666666666666,3.7866725352067196,0.09999999999999998,0.0020398397464305162,-0.24067513644695282
1350000,12121.860920190811,111.36903887019999,-7.866666666666666,5.0380772346424205,0.09999999999999998,0.0043201688677072525,-0.2379787415266037
1375000,12523.801248073578,109.79094707458678,-8.166666666666666,4.042139147640626,0.09999999999999998,0.002211732557043433,-0.18031445145606995
1400000,12892.959574222565,108.58639491086392,-10.833333333333334,2.852873794770615,0.09999999999999998,0.003458496183156967,-0.20242440700531006
1425000,13260.254536151886,107.46400049221273,-12.833333333333334,3.2360813064912666,0.09999999999999998,0.002100542187690735,-0.12025376409292221
1450000,13668.164383172989,106.08593511531305,-11.4,3.954743986657038,0.09999999999999998,0.0011890917085111141,-0.11243307590484619
1475000,14041.2153942585,105.0478864246344,-12.566666666666666,2.7529781853274624,0.09999999999999998,0.0047698612324893475,-0.15213705599308014
1500000,14405.815084218979,104.12461851208188,-9.966666666666667,3.5353767676004337,0.09999999999999998,0.001826529623940587,-0.0989215299487114
